"Site","Watershed","Record.Type","ISCO_number","Date","Year","Month","Day","Hour","Season","Ca_ueq_L","Mg_ueq_L","K_ueq_L","Na_ueq_L","NO3_ueq_L","SO4_ueq_L","NH4_ueq_L","total_N_ppm","DOC_mg_L","DIC_mg_L","Al_ppb","Al_org_ppb","Cl_ueq_L","Si_mg_L","total_P_ppb","H_ueq_L","ANC_ueq_L","HCO3_ueq_L","pH_closed_cell","pH_air_eqll","pH_initial","pH_uneqll_older_samples","sp_conductance_us_cm","SUVA"
"WB3","WB","ISCO",7,1994-06-06,1994,6,6,16,"SUMMER",104,36,7.2,90,8,155,1.4,,1.9,,135,,63,2.6,,3.31,3.6,,,5.48,,5.25,31.5,
"WB3","WB","DUP",,1994-06-07,1994,6,7,12,"SUMMER",108,39,8.4,87,15,157,1.4,,1.4,0.5,188,90,60,2.2,,5.25,-1.9,2.9,5.26,5.28,,,32.3,
"WB3","WB","REG",,1994-06-07,1994,6,7,12,"SUMMER",107,39,8.9,86,15,156,1.4,,2.6,0.7,192,88,58,2.3,0.9,5.13,-1,4.41,5.26,5.29,,,32.4,
"EB8","EB","REG",,1994-06-07,1994,6,7,13,"SUMMER",65,24,4.6,79,0.05,101,1.4,,1.9,0.9,130,93,54,1.8,0.6,2.88,8,7.86,5.43,5.54,,,22.4,
"EB8","EB","REP",,1994-06-07,1994,6,7,13,"SUMMER",65,24,4.6,79,0.05,100,1.4,,1.9,0.9,132,93,54,1.8,,2.63,8,,,5.58,,,22.3,
"EB8","EB","ISCO",2,1994-06-08,1994,6,8,16,"SUMMER",65,23,5.1,79,0.05,104,1.4,,2,,108,,55,1.9,,2.04,5.2,,,5.69,,5.48,22.7,
"WB3","WB","ISCO",2,1994-06-08,1994,6,8,16,"SUMMER",107,38,8.4,87,12,160,1.4,,1.4,,137,,61,2.4,,3.31,0.9,,,5.48,,5.27,31.6,
"EB8","EB","ISCO",3,1994-06-09,1994,6,9,16,"SUMMER",65,24,4.9,82,0.05,104,1.4,,1.9,,107,,57,1.9,,1.78,5,,,5.75,,5.53,22.5,
"WB3","WB","ISCO",3,1994-06-09,1994,6,9,16,"SUMMER",106,38,8.2,88,9,160,1.4,,1.4,,180,,62,2.5,,3.09,1.5,,,5.51,,5.29,31.6,
"EB8","EB","ISCO",4,1994-06-10,1994,6,10,16,"SUMMER",65,24,4.9,83,0.05,105,1.4,,1.9,,123,,57,1.9,,1.51,5.9,,,5.82,,5.53,22.9,
"WB3","WB","ISCO",4,1994-06-10,1994,6,10,16,"SUMMER",103,38,7.7,88,7,159,1.4,,1.4,,136,,63,2.5,,2.69,1.4,,,5.57,,5.31,31.1,
"EB8","EB","ISCO",5,1994-06-11,1994,6,11,16,"SUMMER",65,24,4.6,83,0.05,105,1.4,,1.9,,113,,59,2,,1.45,7,,,5.84,,5.55,22.9,
"WB3","WB","ISCO",5,1994-06-11,1994,6,11,16,"SUMMER",103,37,7.4,89,6,159,1.4,,1.5,,124,,64,2.5,,2.75,1.6,,,5.56,,5.32,31.1,
"EB8","EB","ISCO",6,1994-06-12,1994,6,12,16,"SUMMER",66,24,4.3,83,0.05,105,1.4,,2,,111,,60,2,,1.38,5.5,,,5.86,,5.51,23.2,
"WB3","WB","ISCO",6,1994-06-12,1994,6,12,16,"SUMMER",101,37,6.9,89,5,158,1.4,,1.5,,132,,64,2.5,,2.75,2.4,,,5.56,,5.31,30.7,
"EB8","EB","ISCO",7,1994-06-13,1994,6,13,16,"SUMMER",66,24,4.1,82,0.05,104,1.4,,2,,113,,59,1.9,,1.58,5.4,,,5.8,,5.52,22.8,
"WB3","WB","ISCO",7,1994-06-13,1994,6,13,16,"SUMMER",102,37,7.2,89,6,159,1.4,,1.6,,140,,65,2.4,,3.63,2.4,,,5.44,,5.33,31,
"EB8","EB","DUP",,1994-06-14,1994,6,14,11,"SUMMER",64,23,4.1,77,0.05,103,1.4,,1.8,0.8,138,93,52,1.7,,2.95,2.5,7.27,5.48,5.53,,,21.8,
"EB8","EB","REG",,1994-06-14,1994,6,14,11,"SUMMER",64,23,3.6,77,0.05,103,1.4,,1.8,0.4,140,93,53,1.7,1,2.95,3.9,4.27,5.51,5.53,,,21.5,
"WB3","WB","REG",,1994-06-14,1994,6,14,12,"SUMMER",110,38,7.9,86,14,173,1.4,,1.6,0.5,113,103,62,2.1,1.2,6.03,-1,3.15,5.27,5.22,,,32,
"WB3","WB","REP",,1994-06-14,1994,6,14,12,"SUMMER",110,38,8.4,86,14,171,1.4,,1.6,0.5,113,102,61,2.1,,5.01,-1.7,,,5.3,,,32.2,
"EB8","EB","ISCO",3,1994-06-14,1994,6,14,16,"SUMMER",64,22,3.6,77,0.05,102,1.4,,2,,178,,58,1.7,,3.89,1,,,5.41,,5.23,23.1,
"WB3","WB","ISCO",3,1994-06-14,1994,6,14,16,"SUMMER",112,38,7.4,86,13,172,1.4,,1.6,,108,,61,2.1,,5.01,0.4,,,5.3,,5.13,32.9,
"EB8","EB","ISCO",6,1994-06-14,1994,6,14,22,"SUMMER",65,22,3.3,83,0.05,103,1.4,,3.3,,139,,55,1.7,,2.19,5,,,5.66,,5.66,22.8,
"WB3","WB","ISCO",6,1994-06-14,1994,6,14,22,"SUMMER",113,38,7.4,86,14,178,1.4,,1.5,,248,,61,2.1,,5.01,0,,,5.3,,5.1,33.8,
"WB3","WB","ISCO",10,1994-06-15,1994,6,15,6,"SUMMER",113,38,7.4,86,13,181,1.4,,1.4,,266,,61,2.1,,5.13,-0.4,,,5.29,,5.09,33.9,
"EB8","EB","ISCO",8,1994-06-15,1994,6,15,16,"SUMMER",65,22,3.3,78,0.05,105,1.4,,2.3,,127,,54,1.8,,2.19,3.3,,,5.66,,5.36,22.2,
"WB3","WB","ISCO",12,1994-06-15,1994,6,15,16,"SUMMER",115,38,6.9,87,12,183,1.4,,1.5,,208,,61,2.1,,4.79,-1.5,,,5.32,,5.09,33.8,
"EB8","EB","ISCO",9,1994-06-16,1994,6,16,16,"SUMMER",67,22,3.3,80,0.05,105,1.4,,2.3,,130,,54,1.9,,1.91,5,,,5.72,,5.51,22.2,
"WB3","WB","ISCO",13,1994-06-16,1994,6,16,16,"SUMMER",115,38,6.6,89,9,179,1.4,,1.5,,208,,62,2.2,,4.17,-1.3,,,5.38,,5.14,33.4,
"EB8","EB","ISCO",10,1994-06-17,1994,6,17,16,"SUMMER",67,22,3.3,84,0.05,106,1.4,,2.8,,123,,56,1.9,,1.66,4.9,,,5.78,,5.45,22.7,
"WB3","WB","ISCO",14,1994-06-17,1994,6,17,16,"SUMMER",112,37,6.6,90,6,177,1.4,,1.5,,192,,63,2.3,,4.07,1,,,5.39,,5.2,32.6,
"EB8","EB","ISCO",11,1994-06-18,1994,6,18,16,"SUMMER",68,23,3.1,83,0.05,106,1.4,,2,,123,,57,1.9,,1.58,5.9,,,5.8,,5.5,22.6,
"WB3","WB","ISCO",15,1994-06-18,1994,6,18,16,"SUMMER",108,37,5.9,92,4,173,1.4,,1.6,,182,,64,2.4,,3.47,0.8,,,5.46,,5.21,32.4,
"EB8","EB","ISCO",13,1994-06-18,1994,6,18,20,"SUMMER",65,21,3.6,77,0.05,103,1.4,,2.2,,129,,52,1.8,,2.09,3.8,,,5.68,,5.41,22,
"WB3","WB","ISCO",17,1994-06-18,1994,6,18,20,"SUMMER",113,37,7.4,87,8,178,1.4,,1.6,,248,,59,2.1,,4.68,0,,,5.33,,5.12,33.2,
"EB8","EB","ISCO",16,1994-06-19,1994,6,19,2,"SUMMER",65,21,2.8,79,0.05,104,1.4,,2.2,,126,,53,1.8,,2.04,4.4,,,5.69,,5.43,22.2,
"WB3","WB","ISCO",20,1994-06-19,1994,6,19,2,"SUMMER",117,39,6.6,87,12,182,1.4,,1.6,,250,,58,2.1,,5.13,-1.6,,,5.29,,5.14,33.9,
"EB8","EB","ISCO",17,1994-06-19,1994,6,19,16,"SUMMER",66,21,2.8,80,0.05,105,1.4,,2.3,,123,,54,1.8,,1.95,3.5,,,5.71,,5.4,22.4,
"WB3","WB","ISCO",24,1994-06-19,1994,6,19,16,"SUMMER",116,38,6.4,89,10,181,1.4,,1.6,,226,,61,2.2,,4.57,-1.1,,,5.34,,5.2,33.9,
"EB8","EB","ISCO",18,1994-06-20,1994,6,20,16,"SUMMER",66,22,2.8,80,0.05,106,1.4,,2.1,,128,,57,1.9,,2.45,3,,,5.61,,5.37,22.7,
"EB8","EB","REG",,1994-06-21,1994,6,21,12,"SUMMER",69,23,2.3,80,0.05,107,1.4,,1.9,0.8,130,90,57,1.9,1.4,1.78,5.5,5.84,5.38,5.75,,,22.3,
"EB8","EB","REP",,1994-06-21,1994,6,21,12,"SUMMER",69,23,2.6,80,0.05,107,1.4,,1.9,0.8,133,93,57,1.9,,1.82,6,,,5.74,,,22.1,
"WB3","WB","DUP",,1994-06-21,1994,6,21,12,"SUMMER",112,37,4.6,90,6,182,1.4,,1.6,0.8,180,87,63,2.3,,4.57,0.1,4.08,5.17,5.34,,,32.5,
"WB3","WB","REG",,1994-06-21,1994,6,21,12,"SUMMER",113,37,4.6,89,6,183,1.4,,1.7,0.5,180,86,63,2.3,1.5,3.72,-0.1,3.19,5.25,5.43,,,32.3,
"EB8","EB","ISCO",2,1994-06-22,1994,6,22,16,"SUMMER",68,23,2.6,82,0.05,101,1.4,,1.9,,125,,59,1.9,,1.58,5.7,,,5.8,,5.51,22.5,
"WB3","WB","ISCO",2,1994-06-22,1994,6,22,16,"SUMMER",109,36,5.4,88,4.4,168,3.88,,,,141,,71,2.3,,6.46,0,,,5.19,,,32,
"EB8","EB","ISCO",3,1994-06-23,1994,6,23,16,"SUMMER",68,23,2.6,82,0.05,101,1.4,,2,,118,,60,1.9,,1.58,5.9,,,5.8,,5.55,22.8,
"WB3","WB","ISCO",3,1994-06-23,1994,6,23,16,"SUMMER",106,36,4.9,89,3.6,166,2.77,,,,134,,69,2.3,,5.62,0,,,5.25,,,32,
"EB8","EB","ISCO",4,1994-06-24,1994,6,24,16,"SUMMER",69,24,2.3,82,0.05,102,1.4,,1.9,,124,,61,2,,1.35,7.1,,,5.87,,5.6,23.1,
"EB8","EB","ISCO",5,1994-06-25,1994,6,25,16,"SUMMER",69,24,2.3,84,0.05,101,1.4,,1.9,,128,,62,2,,1.02,7.3,,,5.99,,5.6,23.2,
"WB3","WB","ISCO",5,1994-06-25,1994,6,25,16,"SUMMER",106,36,4.3,90,2.6,164,1.4,,,,138,,69,2.4,,5.62,0,,,5.25,,,31,
"EB8","EB","ISCO",6,1994-06-26,1994,6,26,16,"SUMMER",69,23,2.3,84,0.05,101,1.4,,1.9,,116,,63,2,,1.48,6.2,,,5.83,,5.59,23.1,
"WB3","WB","ISCO",6,1994-06-26,1994,6,26,16,"SUMMER",104,35,4.3,90,2.6,161,1.4,,,,126,,70,2.4,,5.62,0,,,5.25,,,31,
"EB8","EB","ISCO",7,1994-06-27,1994,6,27,16,"SUMMER",70,24,2.3,85,0.05,100,1.4,,1.9,,135,,63,2,,1.23,7.9,,,5.91,,5.67,23.2,
"EB8","EB","DUP",,1994-06-28,1994,6,28,11,"SUMMER",70,24,2,86,0.05,102,1.4,,1.3,1.5,130,79,66,2,,1.02,10.4,12.2,5.41,5.99,,,23.1,
"EB8","EB","REG",,1994-06-28,1994,6,28,11,"SUMMER",73,24,2,87,0.05,102,1.4,,1.7,1.3,131,80,65,2.1,2.2,1.15,10.4,11.7,5.43,5.94,,,23.2,
"WB3","WB","REG",,1994-06-28,1994,6,28,12,"SUMMER",106,35,3.8,94,1.9,159,1.4,,1.2,0.6,152,70,67,2.6,2.1,4.27,0.4,4.06,5.29,5.37,,,30.5,
"WB3","WB","REP",,1994-06-28,1994,6,28,12,"SUMMER",105,35,4.1,96,1.7,160,1.4,,1.2,0.6,152,70,66,2.6,,4.27,0.2,,,5.37,,,30.4,
"EB8","EB","ISCO",2,1994-06-29,1994,6,29,16,"SUMMER",71,24,2,87,0.05,102,1.4,,2.1,,108,,66,2,,1.05,5.7,,,5.98,,5.51,24,
"WB3","WB","ISCO",2,1994-06-29,1994,6,29,16,"SUMMER",103,36,3.8,94,1.4,160,1.4,,1.5,,138,,71,2.6,,3.89,-1.8,,,5.41,,5.23,31.6,
"EB8","EB","ISCO",3,1994-06-30,1994,6,30,16,"SUMMER",70,24,2,87,0.05,101,1.4,,1.9,,117,,67,2,,1,6.8,,,6,,5.59,23.8,
"WB3","WB","ISCO",3,1994-06-30,1994,6,30,16,"SUMMER",102,35,3.6,94,1.6,158,1.4,,1.4,,110,,71,2.6,,3.31,-2.2,,,5.48,,5.18,31.3,
"EB8","EB","ISCO",4,1994-07-01,1994,7,1,16,"SUMMER",69,25,2,87,0.05,102,1.4,,2,,102,,70,2,,1.05,6.5,,,5.98,,5.58,24,
"WB3","WB","ISCO",4,1994-07-01,1994,7,1,16,"SUMMER",100,35,3.6,94,0.05,156,1.4,,1.5,,98,,71,2.6,,3.39,-1.9,,,5.47,,5.23,31.2,
"EB8","EB","ISCO",5,1994-07-02,1994,7,2,16,"SUMMER",69,25,2,89,0.05,103,1.4,,1.4,,90,,72,2,,0.98,2.8,,,6.01,,,24.3,
"WB3","WB","ISCO",5,1994-07-02,1994,7,2,16,"SUMMER",101,35,3.6,97,0.9,156,1.4,,1.6,,82,,72,2.7,,3.02,-1.3,,,5.52,,5.25,31.2,
"EB8","EB","ISCO",6,1994-07-03,1994,7,3,16,"SUMMER",72,26,2.3,90,0.05,101,1.4,,,,83,,77,2,,0.63,8,,,6.2,,,24.6,
"WB3","WB","ISCO",6,1994-07-03,1994,7,3,16,"SUMMER",99,35,3.3,96,0.05,155,1.4,,1.6,,98,,73,2.7,,2.69,-0.4,,,5.57,,5.24,31,
"WB3","WB","ISCO",7,1994-07-04,1994,7,4,16,"SUMMER",100,35,3.3,96,0.6,150,1.4,,1.7,,92,,75,2.7,,2.51,1.6,,,5.6,,5.33,30.6,
"EB8","EB","REG",,1994-07-05,1994,7,5,12,"SUMMER",78,27,1.8,93,0.05,105,1.4,0.08,1.6,1.6,134,72,72,2.1,,0.4,16.1,17.3,5.55,6.4,,,25.1,
"WB3","WB","REG",,1994-07-05,1994,7,5,12,"SUMMER",96,35,2.8,97,0.8,155,1.4,0.08,1.8,1,127,70,72,2.8,,3.55,0.8,6.03,5.25,5.45,,,31,
"EB8","EB","ISCO",2,1994-07-06,1994,7,6,16,"SUMMER",78,27,1.8,93,0.05,101,1.4,,1.7,,136,,69,2.2,,0.39,16.8,,,6.41,,5.82,24.7,
"WB3","WB","ISCO",2,1994-07-06,1994,7,6,16,"SUMMER",99,35,3.1,97,0.5,149,1.4,,1.7,,140,,71,2.9,,2.57,7.8,,,5.59,,5.43,30,
"EB8","EB","ISCO",3,1994-07-07,1994,7,7,16,"SUMMER",81,27,1.8,93,0.05,102,1.4,,1.8,,144,,68,2.3,,0.3,18.5,,,6.53,,5.83,24.7,
"WB3","WB","ISCO",3,1994-07-07,1994,7,7,16,"SUMMER",98,35,2.8,97,0.05,147,1.4,,1.5,,145,,71,2.9,,2.82,6.5,,,5.55,,5.38,29.5,
"EB8","EB","ISCO",4,1994-07-08,1994,7,8,16,"SUMMER",80,27,1.5,93,0.05,99,1.4,,1.6,,128,,68,2.3,,0.3,20.8,,,6.53,,5.85,25,
"WB3","WB","ISCO",4,1994-07-08,1994,7,8,16,"SUMMER",96,35,2.6,96,0.4,146,1.4,,1.5,,135,,70,2.9,,3.09,7.1,,,5.51,,5.43,29.3,
"EB8","EB","ISCO",5,1994-07-09,1994,7,9,16,"SUMMER",80,27,1.8,93,0.05,100,1.4,,1.7,,119,,67,2.3,,0.29,19,,,6.54,,5.82,24.7,
"WB3","WB","ISCO",5,1994-07-09,1994,7,9,16,"SUMMER",94,35,2.6,96,0.6,145,1.4,,1.5,,129,,69,2.9,,2.82,6.1,,,5.55,,5.4,29,
"EB8","EB","ISCO",6,1994-07-10,1994,7,10,16,"SUMMER",78,26,1.5,94,0.05,103,1.4,,1.7,,113,,67,2.3,,0.4,15.8,,,6.4,,5.79,24.6,
"WB3","WB","ISCO",6,1994-07-10,1994,7,10,16,"SUMMER",93,35,2.6,98,0.3,145,1.4,,1.5,,124,,69,2.9,,2.75,6.7,,,5.56,,5.44,29.3,
"EB8","EB","ISCO",7,1994-07-11,1994,7,11,16,"SUMMER",79,27,1.8,96,0.05,103,1.4,,1.8,,108,,69,2.3,,0.3,19.6,,,6.53,,5.94,24.9,
"WB3","WB","ISCO",7,1994-07-11,1994,7,11,16,"SUMMER",93,34,3.1,98,0.4,143,1.4,,2.1,,114,,71,2.9,,3.24,8.2,,,5.49,,5.45,29.1,
"WB3","WB","REG",,1994-07-12,1994,7,12,12,"SUMMER",93,34,2.8,99,0.7,147,1.4,0.08,1.3,1.1,122,51,71,3,2,2.88,1.9,8.56,5.38,5.54,,,29.4,
"EB8","EB","ISCO",4,1994-10-21,1994,10,21,16,"FALL",87,30,8.4,100,7.9,105,1.4,,2.4,,120,,92,1.8,,0.76,11,,,6.12,,5.92,29.5,
"WB3","WB","ISCO",4,1994-10-21,1994,10,21,16,"FALL",117,56,25.6,113,20.6,182,1.4,,3.1,,88,,95,2.6,,1.41,9.1,,,5.85,,5.62,41.2,
"WB3","WB","ISCO",5,1994-10-22,1994,10,22,4,"FALL",126,58,21.7,114,22.7,186,1.4,,2.8,,89,,96,2.4,,1.62,8,,,5.79,,5.62,42.1,
"EB8","EB","ISCO",5,1994-10-22,1994,10,22,16,"FALL",75,30,14.6,97,0.6,110,1.4,,3,,124,,95,1.9,,1.95,8.6,,,5.71,,5.59,29.3,
"WB3","WB","ISCO",6,1994-10-22,1994,10,22,16,"FALL",124,56,17.1,110,19.4,175,1.4,,2.5,,82,,91,2.4,,1.45,8.6,,,5.84,,5.65,40.3,
"EB8","EB","ISCO",6,1994-10-23,1994,10,23,16,"FALL",74,31,12,100,0.05,110,1.4,,2.5,,115,,97,2,,1.7,8.5,,,5.77,,5.6,29.5,
"WB3","WB","ISCO",7,1994-10-23,1994,10,23,16,"FALL",117,53,13.6,110,12,172,1.4,,2.3,,68,,90,2.5,,1.86,9.1,,,5.73,,5.73,38.2,
"EB8","EB","ISCO",7,1994-10-24,1994,10,24,16,"FALL",76,31,10.2,102,0.05,109,1.4,,2.5,,109,,97,2.1,,1.66,8.9,,,5.78,,5.66,29.8,
"WB3","WB","ISCO",8,1994-10-24,1994,10,24,16,"FALL",112,50,12,112,5.5,172,1.4,,2.3,,68,,89,2.7,,0.95,10.8,,,6.02,,5.8,36.7,
"EB8","EB","REG",,1994-10-25,1994,10,25,14,"FALL",79,31,8.2,109,0.05,110,1.4,,2.6,1.4,116,87,96,2.1,4.8,0.81,12.1,9.81,5.34,6.09,,,29.4,
"WB3","WB","DUP",,1994-10-25,1994,10,25,14,"FALL",107,49,11.8,114,3.3,170,1.4,,2.9,0.9,78,53,90,2.8,,0.65,13.5,8.3,5.49,6.19,,,36.5,
"WB3","WB","REG",,1994-10-25,1994,10,25,14,"FALL",108,49,12,112,3.3,167,1.4,,2.9,0.9,78,52,90,2.8,5.3,0.66,13.6,7.65,5.45,6.18,,,36.4,
"EB8","EB","DUP",,1994-11-01,1994,11,1,12,"FALL",82,31,6.6,108,0.6,112,1.4,,1.7,1.7,128,61,85,2.2,,0.52,21.5,12.6,5.36,6.28,,,30,
"EB8","EB","REG",,1994-11-01,1994,11,1,12,"FALL",82,31,6.9,108,0.6,112,1.4,0.14,1.7,1.6,127,62,85,2.2,7,0.52,20.6,11.9,5.35,6.28,,,30,
"WB3","WB","REG",,1994-11-01,1994,11,1,13,"FALL",97,43,12,113,4.1,154,1.4,0.18,1.8,0.9,81,52,78,2.9,7.1,0.56,19.2,9.17,5.5,6.25,,,34.3,
"WB3","WB","REP",,1994-11-01,1994,11,1,13,"FALL",96,43,11.8,112,4,150,1.4,,1.8,0.9,82,51,78,2.9,,0.54,19.6,,,6.27,,,34.4,
"EB8","EB","ISCO",2,1994-11-02,1994,11,2,10,"FALL",78,30,13,98,0.05,107,1.4,,2.8,,112,,93,1.9,,1.82,9.4,,,5.74,,5.74,28.7,
"WB3","WB","ISCO",3,1994-11-02,1994,11,2,10,"FALL",119,51,16.9,107,18.5,178,1.4,,2.2,,79,,87,2.2,,1.58,7.7,,,5.8,,5.66,39.1,
"EB8","EB","ISCO",3,1994-11-02,1994,11,2,12,"FALL",79,30,12.5,99,0.05,108,1.4,,2.6,,106,,95,1.9,,1.58,9,,,5.8,,5.75,29.2,
"WB3","WB","ISCO",4,1994-11-02,1994,11,2,12,"FALL",130,54,17.1,108,25.4,186,1.4,,2.1,,84,,87,2.2,,2.24,5.3,,,5.65,,5.57,40.9,
"EB8","EB","ISCO",4,1994-11-02,1994,11,2,14,"FALL",79,30,12.3,98,0.05,108,1.4,,2.4,,99,,98,1.9,,1.66,8.7,,,5.78,,5.75,29,
"WB3","WB","ISCO",5,1994-11-02,1994,11,2,14,"FALL",133,55,16.4,108,29.9,186,1.4,,2.1,,80,,87,2.2,,2.09,5,,,5.68,,5.56,41.3,
"EB8","EB","ISCO",7,1994-11-02,1994,11,2,20,"FALL",79,30,11,98,0.05,107,1.4,,2.5,,103,,101,2,,1.55,7.5,,,5.81,,5.69,29.3,
"WB3","WB","ISCO",8,1994-11-02,1994,11,2,20,"FALL",136,55,15.1,106,34.6,185,1.4,,1.8,,123,,87,2.1,,2.63,3.8,,,5.58,,5.54,41.5,
"EB8","EB","ISCO",11,1994-11-03,1994,11,3,4,"FALL",80,30,10.7,100,0.05,107,1.4,,2.3,,98,,106,2,,1.58,8.1,,,5.8,,5.77,29.4,
"WB3","WB","ISCO",12,1994-11-03,1994,11,3,4,"FALL",136,54,13.6,105,32.5,185,1.4,,1.7,,106,,87,2.2,,2.51,3.8,,,5.6,,5.51,41.2,
"EB8","EB","ISCO",12,1994-11-03,1994,11,3,16,"FALL",79,30,9.5,100,0.05,107,1.4,,2.1,,99,,105,2,,1.82,7.3,,,5.74,,5.71,29.2,
"WB3","WB","ISCO",17,1994-11-03,1994,11,3,16,"FALL",135,53,12.8,105,30.4,185,1.4,,1.6,,107,,85,2.2,,2.45,4.4,,,5.61,,5.54,40.8,
"EB8","EB","ISCO",15,1994-11-06,1994,11,6,16,"FALL",77,30,7.7,102,0.05,111,1.4,,2,,104,,100,2,,1.7,7.9,,,5.77,,5.77,29.2,
"WB3","WB","ISCO",20,1994-11-06,1994,11,6,16,"FALL",130,49,11.3,107,18.7,182,1.4,,1.6,,120,,86,2.4,,1.86,5.6,,,5.73,,5.67,39.2,
"EB8","EB","ISCO",18,1994-11-07,1994,11,7,8,"FALL",78,30,7.7,100,0.05,110,1.4,,2,,100,,99,1.9,,1.7,7.4,,,5.77,,5.75,28.6,
"WB3","WB","ISCO",24,1994-11-07,1994,11,7,8,"FALL",143,51,11.8,106,28.6,191,1.4,,1.6,,137,,86,2.1,,2.95,2.4,,,5.53,,5.44,41.8,
"EB8","EB","REG",,1994-11-08,1994,11,8,14,"FALL",79,29,6.9,99,0.05,112,1.4,0.12,1.8,0.8,103,68,97,1.9,3.3,1.41,4.1,6.3,5.41,5.85,,,28.6,
"EB8","EB","REP",,1994-11-08,1994,11,8,14,"FALL",80,29,6.9,100,0.05,111,1.4,,1.8,,108,68,96,1.9,,1.45,5.2,,,5.84,,,28.4,
"WB3","WB","DUP",,1994-11-08,1994,11,8,14,"FALL",145,49,11.3,104,30.9,195,1.4,,1.5,0.6,124,58,90,2.1,,2.82,3.5,3.66,5.28,5.55,,,41.4,
"WB3","WB","REG",,1994-11-08,1994,11,8,14,"FALL",144,49,11,104,30.7,195,1.4,0.53,1.4,0.5,131,56,88,2.1,4.6,2.95,2.9,2.96,5.28,5.53,,,41.6,
"EB8","EB","ISCO",4,1994-11-11,1994,11,11,16,"FALL",80,29,6.4,99,0.05,109,1.4,,1.8,,99,,89,2,,1.38,7,,,5.86,,5.76,28.1,
"WB3","WB","ISCO",4,1994-11-11,1994,11,11,16,"FALL",140,47,9.5,104,23.5,183,1.4,,1.5,,102,,83,2.3,,2.69,2.3,,,5.57,,5.48,40.1,
"EB8","EB","ISCO",6,1994-11-13,1994,11,13,16,"FALL",79,29,5.6,98,0.2,110,1.4,,1.7,,89,,87,2,,1.74,10.5,,,5.76,,,28.1,
"WB3","WB","ISCO",6,1994-11-13,1994,11,13,16,"FALL",136,47,9.2,104,22,179,1.4,,1.6,,111,,83,2.4,,2.29,3.6,,,5.64,,5.54,39.1,
"EB8","EB","DUP",,1994-11-15,1994,11,15,12,"FALL",78,29,6.1,99,0.05,109,1.4,,1.9,0.5,128,100,84,2,,1.55,9.2,4.12,5.37,5.81,,,28.4,
"EB8","EB","REG",,1994-11-15,1994,11,15,12,"FALL",78,29,6.4,99,0.05,109,1.4,0.13,1.8,0.6,123,93,84,2,0.5,1.51,11.8,4.81,5.41,5.82,,,29.2,
"WB3","WB","REG",,1994-11-15,1994,11,15,12,"FALL",135,46,10,107,21.1,178,1.4,0.45,1.5,0.6,98,78,82,2.5,0.6,2.04,6.7,4.29,5.34,5.69,,,39,
"WB3","WB","REP",,1994-11-15,1994,11,15,12,"FALL",136,46,10,107,21,179,1.4,,1.5,0.7,97,73,83,2.5,,2.14,6,,,5.67,,,38.6,
"EB8","EB","ISCO",4,1994-11-18,1994,11,18,16,"FALL",77,28,5.1,98,0.05,111,1.4,,1.7,,98,,85,2.1,,1.41,8.4,,,5.85,,5.7,26.6,
"WB3","WB","ISCO",4,1994-11-18,1994,11,18,16,"FALL",128,45,8.7,106,20.1,175,1.4,,1.5,,113,,83,2.5,,2.04,5.3,,,5.69,,5.57,36.1,
"EB8","EB","ISCO",5,1994-11-19,1994,11,19,4,"FALL",78,27,7.2,94,0.4,108,1.4,,2.3,,115,,82,1.9,,1.41,9.4,,,5.85,,5.77,25.9,
"WB3","WB","ISCO",5,1994-11-19,1994,11,19,4,"FALL",139,49,12,103,28.2,188,1.4,,1.8,,132,,82,2.1,,3.16,3.6,,,5.5,,5.44,38.6,
"EB8","EB","ISCO",6,1994-11-19,1994,11,19,6,"FALL",77,27,6.6,94,0.3,108,1.4,,2.2,,112,,83,1.9,,1.55,9.1,,,5.81,,5.74,25.9,
"WB3","WB","ISCO",6,1994-11-19,1994,11,19,6,"FALL",142,49,12.3,103,34.7,189,1.4,,1.7,,150,,83,2,,3.8,2.1,,,5.42,,5.34,39.4,
"EB8","EB","ISCO",8,1994-11-19,1994,11,19,10,"FALL",77,27,6.4,94,0.05,108,1.4,,2,,105,,85,1.9,,1.7,6.8,,,5.77,,5.63,26.2,
"WB3","WB","ISCO",8,1994-11-19,1994,11,19,10,"FALL",145,49,11.3,103,39.4,188,1.4,,1.6,,161,,83,2,,4.07,1.4,,,5.39,,5.31,40.1,
"WB3","WB","ISCO",10,1994-11-19,1994,11,19,16,"FALL",148,49,10.7,100,39.5,188,1.4,,1.5,,155,,83,2.1,,3.98,1.7,,,5.4,,5.33,39.8,
"EB8","EB","ISCO",11,1994-11-21,1994,11,21,16,"FALL",85,27,4.9,92,0.05,109,1.4,,1.8,,157,,87,1.9,,1.55,7.6,,,5.81,,5.68,26.3,
"WB3","WB","ISCO",12,1994-11-21,1994,11,21,16,"FALL",144,47,9.5,102,35.5,184,1.4,,1.4,,145,,83,2.2,,3.31,1.7,,,5.48,,5.33,38.8,
"EB8","EB","ISCO",12,1994-11-22,1994,11,22,6,"FALL",75,26,6.6,89,0.05,102,1.4,,2.5,,129,,84,1.8,,1.78,6.5,,,5.75,,5.59,25.3,
"WB3","WB","ISCO",13,1994-11-22,1994,11,22,6,"FALL",142,47,12.3,98,35.2,185,1.4,,1.9,,218,,82,2,,5.13,0.2,,,5.29,,5.22,39.4,
